device_age_months,battery_capacity_mah,avg_screen_on_hours_per_day,avg_charging_cycles_per_week,avg_battery_temp_celsius,fast_charging_usage_percent,overnight_charging_freq_per_week,gaming_hours_per_week,video_streaming_hours_per_week,background_app_usage_level,signal_strength_avg,charging_habit_score,usage_intensity_score,thermal_stress_index,battery_health_percent
27,4000,4.4,7.1,30.0,52.3,3,5.2,0.0,Medium,Good,7,10.0,2.72,70.16
24,4500,3.1,3.8,32.2,29.0,4,11.1,0.9,Low,Good,7,10.0,3.68,70.96
22,3000,7.1,10.7,34.3,9.2,1,8.0,6.6,High,Moderate,9,10.0,3.93,68.19
30,5000,6.5,10.2,30.0,60.1,6,3.0,5.3,Low,Moderate,5,10.0,2.55,65.01
29,4500,3.3,5.9,31.1,78.7,5,4.3,14.1,High,Moderate,5,10.0,2.91,59.5
41,5000,1.2,3.9,34.5,32.1,1,4.7,19.4,High,Good,8,10.0,3.73,58.25
34,4500,6.3,9.7,33.0,11.3,5,1.4,13.9,Low,Good,7,10.0,3.15,62.75
6,4500,6.6,9.4,33.3,46.2,0,1.2,14.5,Medium,Good,8,10.0,3.19,78.79
15,4500,3.5,6.9,30.0,39.3,7,2.5,13.3,Medium,Moderate,5,10.0,2.52,73.07
25,4500,3.1,5.7,29.0,66.9,3,4.2,11.8,High,Moderate,7,10.0,2.42,69.36
47,5000,6.8,10.4,33.5,39.6,4,3.0,6.2,Low,Moderate,6,10.0,3.38,52.25
48,4000,9.2,14.1,33.8,91.4,0,0.2,13.9,Low,Good,8,10.0,3.24,50.0
1,5000,4.5,6.8,32.4,21.2,7,1.6,8.2,Medium,Moderate,7,10.0,3.0,80.32
0,4500,3.7,5.8,34.5,74.9,4,13.2,14.1,Low,Good,6,10.0,4.36,74.49
47,5000,6.1,9.0,32.6,58.2,0,13.2,12.2,Medium,Good,9,10.0,3.93,51.17
11,5000,6.8,9.2,34.4,90.1,0,5.1,10.0,High,Poor,7,10.0,3.75,68.45
4,5000,4.8,7.2,32.9,74.9,4,9.7,6.3,Low,Moderate,6,10.0,3.74,75.16
36,4500,9.6,16.1,33.6,77.1,3,8.4,9.6,Low,Moderate,5,10.0,3.8,53.54
31,5000,7.3,10.1,29.4,49.2,2,7.7,7.1,Medium,Moderate,6,10.0,2.78,62.56
8,3000,4.7,6.8,32.2,88.5,2,3.7,1.4,High,Good,7,10.0,3.13,73.03
40,4500,2.3,3.0,26.8,55.9,7,1.4,4.5,High,Good,5,10.0,1.69,60.31
34,5000,8.1,13.4,36.1,18.7,1,5.8,11.5,Medium,Good,7,10.0,4.19,61.2
18,3000,7.9,12.7,31.7,75.4,1,3.9,0.0,High,Moderate,6,10.0,3.02,70.62
47,5000,4.9,6.1,31.4,28.0,6,1.2,21.9,Low,Moderate,7,10.0,2.76,57.55
15,4000,6.2,7.3,30.2,53.9,3,4.2,7.5,Low,Good,7,10.0,2.69,72.92
2,5000,5.2,8.7,35.3,92.5,2,3.3,14.3,Medium,Moderate,6,10.0,3.8,74.28
19,5000,6.5,8.5,34.1,26.1,1,1.9,0.0,High,Good,8,10.0,3.42,73.33
23,4000,3.5,6.0,32.0,19.3,2,2.7,5.1,High,Moderate,8,10.0,2.99,74.41
32,4500,3.2,4.1,30.5,69.6,2,9.5,15.3,Low,Moderate,8,10.0,3.18,63.61
23,4000,7.1,11.4,34.1,22.3,2,2.0,12.1,Medium,Good,7,10.0,3.44,69.5
10,4500,7.4,11.5,32.9,72.8,1,2.9,8.0,Medium,Good,7,10.0,3.24,75.41
48,4000,4.5,6.2,32.8,13.0,1,3.0,19.9,Low,Moderate,9,10.0,3.21,56.27
7,5000,4.0,5.1,29.2,11.9,3,1.9,2.9,Low,Good,8,10.0,2.3,85.99
35,5000,7.8,12.3,28.2,53.9,0,0.4,15.5,High,Moderate,8,10.0,1.94,63.19
37,4500,4.1,5.4,27.7,41.8,1,5.6,7.9,Medium,Poor,8,10.0,2.21,67.02
39,4500,5.6,9.5,37.0,29.4,4,4.4,5.8,Low,Good,7,10.0,4.3,58.03
19,3000,5.4,7.2,32.4,43.4,6,1.2,0.2,Medium,Moderate,6,10.0,2.98,69.77
34,3000,2.6,4.2,30.3,41.7,0,4.4,0.9,Medium,Moderate,8,10.0,2.73,65.24
47,5000,5.9,8.4,36.4,60.0,7,10.0,10.7,High,Moderate,5,10.0,4.58,50.0
24,5000,5.7,8.5,29.3,79.7,2,6.3,10.4,Low,Good,5,10.0,2.64,69.01
34,3000,6.2,8.6,30.2,21.1,3,4.2,6.2,High,Moderate,8,10.0,2.7,64.48
24,3000,5.8,8.5,31.5,32.3,4,3.0,9.0,Low,Good,7,10.0,2.91,68.44
28,4500,9.8,12.1,34.0,57.9,6,3.1,9.3,Low,Moderate,5,10.0,3.49,59.03
17,4000,7.8,10.9,33.1,29.5,5,10.2,7.6,Medium,Moderate,7,10.0,3.81,71.08
45,4500,5.6,7.8,29.2,64.6,4,1.5,5.0,Low,Good,6,10.0,2.26,57.88
17,3000,5.8,8.6,29.3,23.9,0,1.6,12.6,Medium,Good,9,10.0,2.29,75.87
1,5000,9.0,14.8,34.0,60.4,6,0.8,16.2,Low,Moderate,5,10.0,3.32,76.54
34,3000,7.2,10.1,33.1,27.2,6,5.1,11.9,Low,Good,5,10.0,3.45,63.26
15,5000,3.0,6.0,32.8,37.5,3,11.7,12.2,Medium,Moderate,7,10.0,3.86,72.68
40,5000,7.4,10.2,33.6,26.3,5,8.2,13.8,High,Good,6,10.0,3.79,56.82
35,5000,8.0,10.9,33.1,52.3,0,2.4,8.8,Medium,Poor,7,10.0,3.23,59.86
32,5000,8.7,11.2,30.2,37.7,5,3.8,6.8,Low,Good,5,10.0,2.67,64.01
3,4000,4.7,7.7,28.1,25.4,1,2.3,0.0,High,Good,9,10.0,2.07,87.59
32,3000,4.6,6.9,31.7,83.7,5,5.1,7.2,Low,Good,5,10.0,3.11,58.82
13,4500,3.6,6.0,31.7,60.9,2,1.9,6.8,High,Good,7,10.0,2.87,76.74
20,5000,6.1,9.3,31.4,54.8,5,1.1,4.7,High,Moderate,5,10.0,2.74,70.53
47,5000,7.0,10.4,34.0,18.6,3,5.6,11.2,Low,Good,7,10.0,3.68,51.1
19,4500,4.5,7.0,29.0,34.1,1,7.5,9.0,Low,Moderate,9,10.0,2.66,77.26
7,4500,5.2,10.0,29.0,60.3,2,5.0,12.1,High,Moderate,6,10.0,2.48,79.08
6,5000,1.4,3.0,37.4,63.5,2,11.1,4.4,High,Good,7,10.0,4.89,75.61
2,4500,8.5,14.8,35.6,12.8,1,1.9,2.4,Low,Good,9,10.0,3.78,78.09
16,4500,2.4,4.4,33.7,36.1,3,4.9,13.3,Low,Moderate,7,10.0,3.57,70.83
32,4000,6.2,9.7,30.6,44.0,4,1.4,14.1,Medium,Good,6,10.0,2.57,63.42
47,4500,6.0,9.5,31.5,45.1,0,2.5,5.8,Low,Good,8,10.0,2.87,58.5
11,3000,5.6,5.2,33.3,46.8,3,2.4,8.2,Medium,Good,8,10.0,3.28,74.62
21,3000,5.6,8.2,33.4,30.9,6,4.9,11.4,Low,Good,5,10.0,3.51,66.64
21,3000,3.5,4.5,31.2,49.1,5,0.8,12.9,Medium,Moderate,6,10.0,2.67,70.07
45,5000,4.8,9.4,31.6,87.9,4,5.7,1.2,Low,Good,6,10.0,3.14,54.66
29,3000,7.4,10.8,31.4,45.9,4,4.9,14.9,High,Poor,7,10.0,3.02,65.86
37,4000,8.0,12.0,35.6,60.9,5,7.3,3.4,Medium,Good,5,10.0,4.18,51.71
37,3000,4.7,6.9,33.8,52.1,4,4.1,3.0,Low,Good,7,10.0,3.52,57.58
44,5000,2.4,3.0,30.6,37.7,0,4.4,7.9,Medium,Good,8,10.0,2.81,60.9
7,4000,3.9,5.4,28.2,53.7,6,3.8,7.8,Medium,Good,5,10.0,2.21,82.26
26,3000,9.2,14.6,33.1,55.4,0,1.3,10.1,Medium,Moderate,7,10.0,3.16,63.48
26,4000,4.1,4.0,31.0,55.0,0,5.7,10.8,Medium,Good,8,10.0,2.99,71.16
33,4000,5.3,8.3,33.0,25.6,6,9.5,18.5,Low,Good,7,10.0,3.74,57.56
20,5000,8.3,11.6,32.1,52.5,4,3.9,5.4,Medium,Good,7,10.0,3.12,71.7
29,5000,4.4,8.0,25.7,13.4,6,6.6,15.3,Low,Moderate,6,10.0,1.84,70.25
32,4000,5.2,8.1,33.7,38.1,1,7.7,2.6,Medium,Good,8,10.0,3.77,60.79
27,3000,7.1,9.1,29.9,70.1,0,1.2,3.8,High,Moderate,7,10.0,2.4,70.09
46,5000,8.9,13.0,34.5,54.3,4,2.9,5.3,Low,Good,6,10.0,3.6,50.0
32,4000,4.2,6.8,32.5,81.0,3,3.1,0.3,Low,Moderate,7,10.0,3.15,60.11
4,4500,8.3,12.1,30.9,37.9,7,3.0,12.2,Low,Moderate,5,10.0,2.76,80.04
47,4500,4.9,7.6,32.7,58.3,7,3.2,16.1,Low,Good,4,10.0,3.2,50.0
18,5000,3.7,5.6,32.4,51.6,6,4.3,14.5,Medium,Good,6,10.0,3.22,69.75
3,3000,6.0,9.9,33.8,24.6,4,6.4,2.3,High,Good,7,10.0,3.7,79.66
34,4500,3.2,5.2,32.1,54.4,0,2.0,21.4,High,Good,8,10.0,2.96,61.86
48,4500,6.4,9.6,29.5,34.3,7,3.5,10.6,High,Moderate,6,10.0,2.47,52.56
16,4500,11.8,17.7,38.1,37.3,6,3.8,17.7,High,Moderate,5,10.0,4.51,63.3
43,3000,7.7,10.5,31.0,5.2,7,3.1,9.3,Low,Moderate,6,10.0,2.8,60.68
27,3000,5.3,9.4,31.9,54.7,0,4.7,9.4,High,Good,9,10.0,3.13,68.64
29,5000,7.6,14.4,33.2,88.5,6,8.0,8.1,High,Good,4,10.0,3.68,54.54
28,5000,3.6,5.1,29.0,50.1,7,4.5,20.3,High,Good,6,10.0,2.44,67.76
45,4500,4.0,6.0,34.6,89.3,0,5.4,16.9,Low,Good,8,10.0,3.81,50.0
5,3000,5.3,9.0,28.2,34.3,7,1.1,9.7,Low,Good,5,10.0,1.99,80.86
34,4000,5.7,9.5,33.2,66.4,1,2.9,8.4,Medium,Good,7,10.0,3.29,60.49
40,4500,2.9,4.5,30.2,73.2,2,3.1,13.7,Medium,Good,7,10.0,2.62,56.55
36,5000,4.9,6.4,32.9,69.0,5,1.5,0.7,High,Good,6,10.0,3.12,57.66
23,3000,5.2,9.6,31.3,32.9,5,0.8,0.0,Low,Moderate,7,10.0,2.7,68.33
28,5000,8.6,13.6,33.7,42.0,6,2.0,4.8,Low,Poor,5,10.0,3.36,64.33
48,5000,2.9,4.6,27.8,40.1,1,2.7,11.9,Medium,Good,8,10.0,2.03,60.51
45,3000,2.7,3.4,31.1,47.0,3,2.6,15.3,High,Moderate,8,10.0,2.78,59.85
30,4500,5.9,8.8,33.0,38.0,0,6.4,3.8,Low,Good,8,10.0,3.51,62.18
34,3000,7.8,9.9,28.4,83.6,2,1.9,17.7,Medium,Good,6,10.0,2.1,61.75
32,4500,6.6,10.6,32.9,66.9,3,7.6,7.3,Medium,Moderate,6,10.0,3.58,56.86
20,5000,6.1,10.1,30.5,49.9,4,0.3,12.1,High,Poor,6,10.0,2.48,67.88
31,3000,4.9,7.6,30.9,51.0,5,7.5,7.3,High,Good,5,10.0,3.12,62.46
22,4000,6.9,9.3,35.7,16.1,2,6.6,9.4,Low,Good,8,10.0,4.17,66.08
32,4500,7.2,11.2,30.6,43.8,1,0.2,19.0,Low,Good,8,10.0,2.5,62.92
2,4000,5.0,8.3,29.0,25.2,0,5.2,7.3,Medium,Good,8,10.0,2.48,85.06
17,4500,3.6,4.7,30.1,32.6,2,4.0,5.3,Low,Moderate,7,10.0,2.66,78.14
24,3000,3.6,6.4,28.2,97.4,3,1.9,13.3,High,Good,7,10.0,2.05,64.74
41,4000,7.3,11.4,35.0,74.2,1,9.9,14.9,Low,Good,7,10.0,4.25,50.0
30,3000,2.4,3.3,29.5,71.3,3,2.3,2.5,Low,Moderate,6,10.0,2.39,66.59
2,4500,8.9,12.7,32.4,84.2,7,5.7,11.8,Low,Moderate,4,10.0,3.33,75.39
39,4500,4.6,6.7,32.9,74.4,3,2.9,12.7,High,Moderate,7,10.0,3.23,58.94
45,4500,6.1,8.2,33.2,80.4,6,6.5,18.7,Low,Poor,4,10.0,3.57,50.0
23,4500,6.9,10.6,32.1,61.7,5,2.5,8.0,Low,Moderate,6,10.0,3.02,65.43
31,5000,4.1,6.8,29.5,26.8,7,2.4,16.7,High,Good,5,10.0,2.41,64.96
46,4500,4.6,8.0,31.7,26.4,0,5.2,10.8,High,Good,9,10.0,3.13,55.91
21,4000,5.8,8.9,31.5,22.5,2,2.6,8.5,Low,Moderate,9,10.0,2.87,71.03
22,4500,3.8,6.1,33.4,87.5,7,2.5,6.3,Low,Good,5,10.0,3.32,65.34
1,3000,3.4,4.8,33.3,29.5,3,3.6,12.5,High,Good,8,10.0,3.37,82.18
26,5000,3.5,4.4,28.0,42.7,1,4.1,4.2,Medium,Good,8,10.0,2.17,69.9
41,4000,7.9,11.4,33.0,39.7,3,4.2,4.5,Medium,Good,7,10.0,3.36,57.37
1,5000,6.3,10.9,28.3,32.0,3,5.6,13.0,High,Moderate,7,10.0,2.35,87.26
25,5000,3.9,6.5,34.1,59.6,7,4.3,19.2,Medium,Moderate,5,10.0,3.61,64.85
16,5000,7.2,11.3,36.0,68.4,1,4.1,2.9,Medium,Moderate,7,10.0,4.04,70.48
39,3000,4.0,4.2,29.5,41.9,7,1.0,6.3,High,Good,5,10.0,2.28,59.15
32,5000,1.6,3.0,30.4,44.5,4,6.8,11.5,Medium,Moderate,6,10.0,2.94,67.43
8,5000,6.9,9.0,29.8,65.3,6,3.1,7.2,High,Good,5,10.0,2.53,75.17
42,4500,8.8,11.9,33.5,25.2,3,0.8,0.6,Medium,Good,7,10.0,3.21,55.7
47,3000,6.6,8.8,36.1,41.3,1,7.1,5.7,Low,Good,7,10.0,4.3,50.0
38,4000,1.7,3.0,32.1,8.0,0,2.2,12.4,Low,Good,9,10.0,2.99,65.41
28,4000,5.5,9.0,34.5,37.5,2,1.3,8.6,High,Moderate,8,10.0,3.47,65.05
41,4000,5.0,7.7,31.1,19.5,1,5.3,11.8,High,Good,8,10.0,2.99,59.49
25,3000,6.3,8.4,34.0,17.6,1,3.2,3.2,Medium,Good,9,10.0,3.52,66.51
34,4000,3.8,5.1,32.8,35.4,6,4.9,11.7,High,Good,6,10.0,3.36,59.7
24,3000,4.8,7.7,28.4,26.1,2,2.4,0.0,Medium,Moderate,7,10.0,2.14,72.72
23,4500,2.7,4.7,28.1,31.5,1,0.7,13.9,High,Good,8,10.0,1.95,76.63
12,4500,5.9,9.0,32.6,59.2,4,1.9,16.8,High,Poor,6,10.0,3.09,70.13
6,3000,2.7,3.0,31.7,83.6,0,7.9,3.0,High,Poor,7,10.0,3.31,78.42
35,4000,6.4,9.1,27.1,38.6,4,1.1,7.1,Low,Moderate,7,10.0,1.75,64.98
44,3000,4.0,8.4,35.5,82.8,6,6.7,2.6,Low,Good,5,10.0,4.11,50.0
19,3000,1.0,3.0,29.7,49.2,3,4.8,10.5,Medium,Good,8,10.0,2.63,74.91
0,5000,7.1,11.0,33.1,59.9,5,3.9,10.8,High,Good,5,10.0,3.36,75.97
7,3000,6.5,11.9,32.7,46.8,0,5.4,3.3,High,Moderate,7,10.0,3.36,79.14
45,5000,8.2,12.0,36.6,46.6,3,7.6,7.1,Low,Moderate,7,10.0,4.45,50.0
15,4500,1.3,3.8,27.5,73.3,2,7.5,15.4,Low,Good,7,10.0,2.32,76.99
13,5000,4.2,5.6,28.9,38.9,1,2.7,12.8,Low,Moderate,8,10.0,2.27,80.29
11,3000,5.8,6.7,33.6,76.2,7,2.4,11.0,Medium,Good,5,10.0,3.35,71.25
22,4500,6.6,9.4,32.0,26.4,1,5.6,15.5,High,Poor,8,10.0,3.23,68.11
14,5000,2.6,3.1,26.9,90.1,6,2.1,19.0,Medium,Good,5,10.0,1.77,71.17
27,3000,6.4,7.9,32.0,27.6,6,1.1,10.7,Low,Good,6,10.0,2.89,68.09
33,4500,4.4,6.1,30.9,24.6,0,1.9,11.5,Low,Moderate,9,10.0,2.69,65.55
1,5000,1.8,3.7,26.2,49.4,5,0.8,8.6,Medium,Moderate,6,10.0,1.51,84.55
31,3000,4.0,5.4,28.0,41.2,5,2.6,10.9,Low,Moderate,6,10.0,2.06,66.04
22,3000,6.5,9.4,32.6,81.0,7,5.5,6.5,High,Good,4,10.0,3.35,62.31
21,4000,1.9,4.2,32.3,30.9,1,3.3,1.6,High,Good,8,10.0,3.13,72.88
24,4000,6.8,9.4,36.5,59.4,1,2.0,14.0,High,Good,8,10.0,4.01,66.05
21,5000,6.1,9.7,29.1,76.6,3,2.7,13.5,Low,Good,6,10.0,2.33,70.01
21,5000,5.0,5.8,33.4,33.2,4,4.4,10.4,Low,Good,7,10.0,3.46,68.32
48,5000,2.2,3.0,30.5,10.2,1,3.5,10.6,Medium,Moderate,9,10.0,2.71,59.88
41,3000,2.4,3.4,27.4,10.6,3,2.0,6.5,Low,Good,8,10.0,1.89,68.25
5,5000,4.7,8.3,28.7,66.1,6,5.9,16.0,Low,Good,6,10.0,2.47,78.59
14,3000,3.3,4.0,27.3,58.4,4,4.0,3.9,High,Good,6,10.0,1.99,76.77
42,5000,4.8,6.3,30.5,72.5,7,3.4,17.0,Low,Good,5,10.0,2.71,57.14
36,3000,7.3,11.2,34.6,46.5,1,10.2,12.9,Low,Good,7,10.0,4.17,58.98
32,3000,5.0,7.9,33.0,57.1,0,3.9,11.5,High,Good,7,10.0,3.32,63.78
7,4000,4.9,6.3,34.9,20.3,0,1.3,11.8,Medium,Poor,9,10.0,3.58,78.19
43,4500,4.9,6.8,26.3,42.8,0,0.4,15.1,High,Poor,8,10.0,1.5,63.2
43,3000,7.5,12.4,29.3,92.9,2,0.3,7.2,Low,Good,6,10.0,2.18,57.9
4,5000,8.1,11.0,35.9,35.4,7,3.7,13.9,Low,Good,5,10.0,3.99,77.25
38,4000,6.3,9.9,29.6,15.0,0,4.6,8.0,Medium,Good,9,10.0,2.59,65.95
3,5000,5.8,8.1,33.0,61.6,1,8.7,12.3,Medium,Moderate,7,10.0,3.69,78.31
5,5000,6.0,10.3,29.7,57.1,1,8.1,2.1,High,Good,7,10.0,2.86,83.34
44,3000,8.4,13.1,37.1,59.0,5,3.1,6.6,High,Good,6,10.0,4.23,50.0
31,3000,6.5,10.6,28.5,37.9,0,2.8,18.8,Medium,Good,9,10.0,2.19,70.0
29,4500,8.5,12.3,29.9,12.3,5,2.1,16.7,High,Moderate,8,10.0,2.48,65.79
46,3000,4.7,7.8,34.3,74.3,0,6.9,18.2,High,Moderate,7,10.0,3.86,50.0
34,3000,2.8,5.0,32.9,43.0,3,3.3,15.7,Low,Good,7,10.0,3.26,59.52
39,4500,4.2,6.8,28.9,61.7,4,1.8,6.8,Medium,Good,7,10.0,2.21,60.92
15,5000,4.4,6.3,32.7,80.2,0,3.3,7.5,High,Good,8,10.0,3.22,74.83
12,4500,8.7,13.2,35.3,50.9,3,3.0,14.9,Medium,Good,7,10.0,3.79,72.72
41,4500,7.0,8.6,31.6,60.4,1,2.7,15.4,Medium,Good,7,10.0,2.91,57.76
29,4500,4.2,8.1,31.8,57.8,0,2.1,16.9,Low,Good,8,10.0,2.9,63.31
18,4000,7.1,10.1,34.1,49.2,3,7.7,11.0,Medium,Good,6,10.0,3.87,67.2
16,5000,5.2,7.5,30.1,67.9,6,3.0,9.7,Medium,Good,6,10.0,2.58,73.17
18,4000,8.8,11.8,33.8,58.8,3,2.2,16.0,Medium,Good,7,10.0,3.38,67.29
27,4000,4.8,7.9,32.6,48.4,6,1.7,2.4,Medium,Moderate,6,10.0,3.07,66.67
25,3000,2.4,4.2,28.3,71.0,7,4.7,9.2,Medium,Good,5,10.0,2.29,68.45
36,4500,5.1,7.4,30.2,59.2,4,5.7,8.7,Low,Good,6,10.0,2.81,61.73
25,4500,4.8,4.9,29.6,53.9,1,2.6,8.8,Medium,Good,7,10.0,2.44,69.02
22,4000,2.8,3.5,31.6,28.7,4,2.2,16.6,Low,Good,7,10.0,2.87,71.33
8,3000,6.7,10.5,35.0,83.0,4,7.1,13.1,Low,Good,6,10.0,4.03,67.95
11,3000,8.3,12.8,32.3,20.8,6,1.6,10.6,Medium,Good,7,10.0,2.99,77.13
0,3000,3.3,4.8,28.3,12.0,5,2.9,2.4,Low,Good,7,10.0,2.17,86.57
0,5000,7.4,10.7,29.7,51.2,5,3.5,4.3,High,Good,6,10.0,2.53,80.97
46,4000,4.3,4.9,33.4,73.7,4,4.3,14.0,Low,Moderate,6,10.0,3.45,50.48
33,5000,5.5,9.1,30.5,78.9,7,3.3,11.3,Medium,Good,4,10.0,2.69,60.85
31,3000,5.2,6.4,30.4,88.9,7,0.1,16.1,High,Good,4,10.0,2.42,59.61
47,3000,5.5,8.0,31.4,44.1,1,4.9,6.4,Low,Good,8,10.0,3.03,57.59
24,3000,6.4,8.6,32.6,45.4,0,0.1,10.2,Medium,Good,8,10.0,2.95,66.48
39,4500,3.5,6.2,29.8,86.1,4,2.1,9.2,High,Moderate,6,10.0,2.44,56.35
44,4000,8.1,12.7,32.1,35.7,2,7.7,14.4,Medium,Moderate,8,10.0,3.4,52.93
0,4500,6.5,9.4,34.3,34.8,1,1.7,20.3,Medium,Moderate,7,10.0,3.47,79.25
15,5000,7.2,11.4,31.0,13.6,3,2.0,7.2,Medium,Moderate,7,10.0,2.72,78.97
38,4500,3.9,4.4,30.6,63.5,3,4.5,0.0,High,Moderate,7,10.0,2.8,62.47
4,4000,3.3,4.8,27.3,25.1,1,4.9,12.4,High,Good,9,10.0,2.08,84.94
21,4500,7.9,10.7,28.6,38.3,6,0.7,12.1,High,Good,5,10.0,2.07,70.9
28,3000,3.2,5.8,28.1,89.6,3,5.4,0.9,Medium,Good,6,10.0,2.31,65.93
2,5000,5.8,9.1,35.7,74.4,1,4.5,5.1,High,Moderate,7,10.0,4.0,77.63
11,5000,7.5,12.0,33.9,27.1,0,1.5,7.8,Low,Good,8,10.0,3.36,78.08
25,3000,5.2,7.3,30.9,87.4,5,4.4,15.7,Low,Good,5,10.0,2.88,60.96
15,3000,7.8,12.5,36.5,87.0,5,2.3,4.8,Medium,Good,5,10.0,4.03,64.99
36,3000,5.0,6.3,33.3,39.1,1,5.8,8.7,High,Good,9,10.0,3.54,59.79
21,4000,2.9,3.4,34.2,67.7,0,7.5,0.2,Medium,Good,7,10.0,3.87,66.69
28,4500,6.2,9.2,37.2,14.9,1,5.9,12.4,Medium,Moderate,9,10.0,4.47,62.0
13,5000,5.9,7.9,33.7,67.2,4,8.4,3.8,High,Good,5,10.0,3.82,70.07
27,4500,10.9,17.0,36.4,33.5,7,3.8,20.9,Medium,Good,4,10.0,4.1,61.33
4,3000,3.6,4.9,30.5,64.4,2,1.3,5.7,High,Good,8,10.0,2.54,79.63
46,3000,5.0,6.4,31.7,73.4,0,3.2,14.7,Medium,Good,7,10.0,2.97,53.92
48,4500,4.0,4.8,27.4,19.4,2,2.9,12.7,High,Good,8,10.0,1.95,58.2
29,5000,5.2,8.5,30.5,58.9,6,3.3,5.7,Medium,Good,5,10.0,2.69,66.18
45,4000,5.1,5.2,29.7,59.6,3,2.7,15.6,Low,Good,7,10.0,2.47,57.96
4,4500,3.8,4.6,30.1,36.5,0,5.4,0.0,Low,Good,9,10.0,2.77,82.29
11,3000,6.4,11.1,35.9,30.0,3,3.0,9.9,Medium,Good,8,10.0,3.93,75.07
15,3000,5.1,7.3,35.5,20.7,4,3.7,13.5,Medium,Poor,7,10.0,3.9,72.21
25,4000,8.2,13.0,35.2,64.1,6,1.0,8.8,Low,Good,4,10.0,3.61,63.72
25,4500,4.2,6.7,32.9,72.7,6,3.4,4.3,Low,Good,5,10.0,3.27,64.3
47,4000,9.2,13.6,28.1,19.1,5,1.3,17.9,Low,Good,6,10.0,1.99,58.71
20,4000,6.1,7.4,33.2,69.8,4,1.0,9.4,Medium,Good,6,10.0,3.15,69.94
38,5000,8.0,10.7,34.2,46.9,6,6.4,7.2,Low,Good,6,10.0,3.79,57.1
35,5000,5.7,7.3,28.1,54.6,0,5.8,4.5,Medium,Poor,9,10.0,2.32,62.51
32,3000,3.9,6.4,31.9,68.5,7,6.9,10.5,High,Good,4,10.0,3.29,62.57
29,4500,5.0,8.1,27.7,39.1,7,5.4,8.9,Medium,Moderate,4,10.0,2.21,68.83
36,5000,2.7,3.2,27.5,44.6,0,7.8,8.6,Medium,Good,8,10.0,2.33,65.85
22,3000,5.3,7.8,34.1,44.1,2,1.5,18.3,Medium,Good,7,10.0,3.4,65.36
9,4500,5.8,8.8,28.1,14.1,3,0.8,18.2,Low,Poor,7,10.0,1.94,82.51
4,3000,5.6,8.5,30.2,75.9,2,1.5,11.3,Medium,Good,7,10.0,2.48,78.68
35,5000,8.2,11.5,35.6,58.4,0,5.3,13.4,High,Good,7,10.0,4.04,58.77
33,3000,5.2,9.4,32.6,20.5,5,3.0,2.6,Medium,Good,6,10.0,3.16,65.0
30,4500,1.7,3.2,28.3,8.1,2,4.0,10.5,High,Moderate,9,10.0,2.23,74.09
9,4500,12.0,18.1,34.5,83.4,7,9.6,11.3,Medium,Good,4,10.0,4.1,65.54
18,3000,4.1,5.7,33.1,65.7,0,1.9,8.9,High,Good,8,10.0,3.21,72.37
31,4500,7.4,10.3,32.0,63.3,1,1.3,7.8,High,Moderate,7,10.0,2.9,60.63
0,3000,2.5,4.1,31.6,47.6,3,8.2,6.1,Low,Good,7,10.0,3.32,80.65
4,4500,6.0,8.5,32.7,50.1,4,3.4,10.2,High,Good,6,10.0,3.21,78.34
44,3000,3.9,6.0,30.2,20.8,4,2.8,15.7,Medium,Good,7,10.0,2.59,61.66
3,3000,1.0,3.0,31.0,50.6,2,6.9,16.6,High,Good,8,10.0,3.09,82.05
15,3000,4.9,6.9,37.5,16.3,5,6.3,10.0,High,Moderate,7,10.0,4.56,72.01
23,4000,5.4,8.0,33.0,35.1,4,12.8,15.3,High,Moderate,7,10.0,3.99,68.47
15,4500,5.1,8.6,30.2,84.1,1,5.3,5.3,Low,Moderate,6,10.0,2.78,71.52
1,5000,6.0,8.1,33.9,30.7,1,1.9,12.8,Medium,Moderate,8,10.0,3.38,84.53
48,3000,5.0,6.0,33.2,43.8,2,1.6,9.4,High,Good,7,10.0,3.21,55.97
27,4000,5.6,8.9,29.5,58.5,4,2.0,6.6,Medium,Good,7,10.0,2.37,65.23
31,5000,5.8,8.7,34.7,35.1,4,7.8,20.8,Medium,Good,7,10.0,4.01,63.1
26,3000,5.4,6.4,28.8,69.8,6,5.5,7.6,High,Good,5,10.0,2.46,65.41
19,5000,5.2,6.1,30.8,43.7,6,1.6,8.2,Low,Moderate,5,10.0,2.65,74.1
23,4000,3.7,4.9,33.8,86.1,0,6.4,7.7,Low,Good,7,10.0,3.69,63.39
11,5000,6.7,9.9,29.5,95.9,2,2.8,11.7,Medium,Good,7,10.0,2.42,73.05
34,3000,4.9,8.8,30.5,53.5,0,3.4,16.7,Low,Good,7,10.0,2.7,61.99
32,5000,4.8,6.1,29.8,52.2,7,7.2,4.2,Low,Good,6,10.0,2.82,63.3
32,5000,6.5,10.3,30.8,72.7,1,4.0,12.4,High,Moderate,7,10.0,2.83,62.34
42,3000,5.9,6.9,33.7,82.4,5,8.9,11.7,Low,Moderate,5,10.0,3.86,51.39
36,4000,4.1,6.5,28.6,43.6,2,0.5,1.9,High,Moderate,8,10.0,2.04,67.23
11,4000,8.0,13.5,34.6,44.3,7,7.7,16.8,Low,Good,5,10.0,3.99,68.3
